E_slope,E_intercept,nu,alpha_base,alpha_slope,SS316_T_ref,SS316_k_ref,SS316_alpha,iteration1_keff,iteration1_avg_fuel_temp,iteration1_max_fuel_temp,iteration1_max_monolith_temp,iteration1_max_global_stress,iteration1_monolith_new_temperature,iteration1_Hcore_after,iteration1_wall2,iteration2_keff,iteration2_avg_fuel_temp,iteration2_max_fuel_temp,iteration2_max_monolith_temp,iteration2_max_global_stress,iteration2_monolith_new_temperature,iteration2_Hcore_after,iteration2_wall2
-63292248.30191647,192723582382.0281,0.3214230626843032,9.660019115702074e-06,4.923072952402672e-09,858.7841333956637,23.40733566436726,0.0100626755332474,1.1133589146381262,1009.27,1091.38,1054.73,183.95,953.084448408611,152.262962541794,29.91489546635157,1.1042368638588782,1000.42,1073.8,1035.93,158.66,950.598077474964,152.25531362849543,29.912972527864465
-76989917.77787381,186857854666.186,0.3554658820345072,9.396080928399129e-06,5.032493074456238e-09,1179.5216897450266,19.416218217854325,0.0126286790463059,1.1133589146381258,1039.59,1143.67,1115.14,232.43,963.5347529193492,152.2770461723812,29.9265158857364,1.103979413554704,1008.61,1088.83,1053.08,162.84,952.9902335515598,152.24454154050937,29.91895230199332
-74207370.52056433,234011836543.4258,0.3740903313640571,1.106005460582722e-05,5.2260013439219095e-09,1028.4571918146123,25.803307965890596,0.0155248733731338,1.1133589146381204,1016.96,1104.98,1070.29,305.81,955.6240453864674,152.52599353181594,29.96402742467648,1.1026596660564154,1000.52,1073.95,1036.38,237.31,950.6451990433296,152.50912269549676,29.95972601075768
-69153409.91707821,161591509634.3954,0.3680896385887562,9.61037276072725e-06,4.869708363724143e-09,920.5225462566162,23.1232767170072,0.0153023681795359,1.113358914638128,1015.71,1102.79,1067.78,155.07,955.209933901622,152.2527975514703,29.924604476742985,1.1038248967291575,999.44,1071.78,1033.91,119.86,950.3402866466182,152.2379323986687,29.920829453046537
-75867521.4851327,180733233854.73056,0.3059832299015088,9.837333027101514e-06,4.889565566625332e-09,909.0719815803272,22.908870882342164,0.0147640065728997,1.113358914638131,1014.75,1101.1,1065.84,160.61,954.8935328100616,152.28790828525996,29.9157101427702,1.1037396897776108,999.36,1071.45,1033.48,125.43,950.333303815504,152.27380354190493,29.912254452831395
-61718156.57477253,190875476042.18256,0.3327680433592325,9.80417842104171e-06,5.220611707355207e-09,1055.9536315822218,22.3537022160554,0.0132151941046618,1.1133589146381264,1015.46,1102.34,1067.26,209.52,955.1250829459028,152.3434040509813,29.927632018060837,1.1035334154070997,999.7,1072.14,1034.24,163.39,950.4124178318071,152.32833405536897,29.923910425215333
-74346056.39812739,222982971645.1937,0.3558888200227006,9.035472666395838e-06,4.569539896784846e-09,1011.2437195512164,23.77837600803859,0.0114244984821383,1.1133589146381233,1012.97,1097.99,1062.28,219.25,954.2624589899034,152.1137211781631,29.90334975156182,1.104044463306409,1001.37,1075.35,1037.73,182.45,950.8503971269774,152.1039395693368,29.90087185519389
-72825032.3614794,233216671226.9961,0.2531528216561405,1.1169081096330917e-05,5.164332586961585e-09,847.532902126292,27.39321886812081,0.0107102864208732,1.1133589146381218,1000.84,1075.84,1037.14,200.58,950.6117235507952,152.5135584753097,29.93124284615622,1.102572316129121,994.61,1062.15,1023.23,175.8,949.1203256326188,152.50851846850287,29.929877401501876
-80599585.49572916,218957984745.27316,0.3425557578865709,9.32523026966883e-06,5.0614264782522836e-09,876.5588902245579,21.244738096858352,0.014610133009222,1.1133589146381284,1021.52,1112.9,1079.42,236.25,957.16085190889,152.25242789553948,29.9183012987166,1.1037088765386958,1002.64,1077.72,1040.45,180.69,951.22472112901,156.80588052445597,29.91390182699751
-64976597.13448544,199258479906.54053,0.2840401785420315,8.86709615238614e-06,3.853072351070409e-09,918.2498768460034,27.322809097912085,0.0126443503606778,1.1133589146381322,1008.76,1090.47,1053.7,156.74,952.9281678025962,151.9575125361635,29.87101907791313,1.1049435865294803,999.31,1072.04,1033.92,133.02,950.2891251886692,151.9506419529207,29.869287260814858
