case_idx,row_idx,category,param,noise_frac,true_value,post_mean,post_std,ci90_half_width,rel_ci90_half_width,post_p5,post_p95,in_90ci_true,mean_accept_rate
2,203,near,SS316_k_ref,0.005,25.972932082580154,23.417113471001837,1.7828888610981173,2.8629596411989127,1.2620565573184512,20.59621774323048,26.322137025628304,True,0.6061666666666667
2,203,near,E_intercept,0.01,181988451408.9628,192526108205.87708,14094038512.924488,22424131860.809372,1.1250938176894059,170351575642.48553,215199839364.10428,True,0.6123333333333334
2,203,near,alpha_base,0.01,9.674440002043482e-06,9.6512359102273e-06,1.0428701960781596e-06,1.7340924645370983e-06,1.7009405082172033,7.90236083977907e-06,1.1370545768853267e-05,True,0.6123333333333334
2,203,near,alpha_slope,0.01,5.525839660218837e-09,4.822108402364522e-09,4.722174115775992e-10,7.857082779445389e-10,1.540024621675032,4.009878238159802e-09,5.58129479404888e-09,True,0.6123333333333334
2,203,near,SS316_k_ref,0.01,25.972932082580154,23.92836444534693,2.07878790101199,3.4542117993770347,1.522693714936539,20.350605725811587,27.259029324565656,True,0.6123333333333334
2,203,near,E_intercept,0.02,181988451408.9628,192685612163.065,14362503440.56689,23778255852.799515,1.1930347547669145,170090696546.5564,217647208252.15543,True,0.6205
2,203,near,alpha_base,0.02,9.674440002043482e-06,9.593433189011315e-06,9.914239908764908e-07,1.6594186964824604e-06,1.627694335026978,7.919052577942588e-06,1.1237889970907509e-05,True,0.6205
2,203,near,alpha_slope,0.02,5.525839660218837e-09,4.873614812057643e-09,5.015391356909274e-10,8.384638087517884e-10,1.6434279058878973,4.06299178587864e-09,5.739919403382217e-09,True,0.6205
2,203,near,SS316_k_ref,0.02,25.972932082580154,23.81187376608193,2.0584777167837083,3.415819567109695,1.5057695614186786,20.373708536698402,27.205347670917792,True,0.6205
2,203,near,E_intercept,0.03,181988451408.9628,191874701706.7704,13891334763.531733,22393584869.32585,1.1235611727923613,171314025294.22537,216101195032.87708,True,0.6261666666666666
2,203,near,alpha_base,0.03,9.674440002043482e-06,9.563527094577285e-06,9.339995693262641e-07,1.5560111436185775e-06,1.5262637025094996,7.93275114229813e-06,1.1044773429535286e-05,True,0.6261666666666666
2,203,near,alpha_slope,0.03,5.525839660218837e-09,4.8616407300103786e-09,4.887419357789429e-10,7.89518421653697e-10,1.5474926798448836,4.067616377949185e-09,5.646653221256579e-09,True,0.6261666666666666
2,203,near,SS316_k_ref,0.03,25.972932082580154,23.7265200170869,2.0499642539493155,3.3313182990842414,1.4685195150405927,20.31327780184685,26.975914400015334,True,0.6261666666666666
2,203,near,E_intercept,0.05,181988451408.9628,188808028732.0949,13515137063.275,22718592458.4368,1.1398678923336398,166335446136.88147,211772631053.75507,True,0.6285000000000001
2,203,near,alpha_base,0.05,9.674440002043482e-06,9.616370009171757e-06,9.286514765929389e-07,1.5539287376406076e-06,1.5242211074605512,8.108813861329908e-06,1.1216671336611123e-05,True,0.6285000000000001
2,203,near,alpha_slope,0.05,5.525839660218837e-09,4.930577606141297e-09,4.818256196632196e-10,7.717124434384948e-10,1.5125921377045395,4.183260140539545e-09,5.726685027416534e-09,True,0.6285000000000001
2,203,near,SS316_k_ref,0.05,25.972932082580154,23.769087328829688,2.119048144329387,3.4722348678832358,1.5306386860999206,20.341712713067682,27.286182448834154,True,0.6285000000000001
2,203,near,E_intercept,0.1,181988451408.9628,186723722126.20334,13732364035.433493,23286877725.379913,1.1683806679670683,164432906785.39294,211006662236.15277,True,0.6623333333333333
2,203,near,alpha_base,0.1,9.674440002043482e-06,9.711603804458822e-06,9.228606135094247e-07,1.472053271949143e-06,1.4439109169304656,8.24316206141366e-06,1.1187268605311946e-05,True,0.6623333333333333
2,203,near,alpha_slope,0.1,5.525839660218837e-09,4.867421273624084e-09,5.057267959602015e-10,8.475677856866085e-10,1.6612721224099154,3.98796628231534e-09,5.683101853688557e-09,True,0.6623333333333333
2,203,near,SS316_k_ref,0.1,25.972932082580154,23.727906388215246,2.1765909721260313,3.684832202146186,1.6243563396476388,20.005542402905522,27.375206807197895,True,0.6623333333333333
3,411,near,E_intercept,0.005,196068165697.8268,185477549973.88898,11696264562.341074,19539296502.680634,0.9803519633947042,165061982877.20233,204140575882.5636,True,0.5763333333333334
3,411,near,alpha_base,0.005,8.417610402280481e-06,9.737409803049124e-06,9.34533543208105e-07,1.5855843763432158e-06,1.555271561391869,8.225246231039129e-06,1.139641498372556e-05,True,0.5763333333333334
3,411,near,alpha_slope,0.005,4.409618914428119e-09,4.826999714313672e-09,5.04962735118642e-10,8.310831680772495e-10,1.6289615082673181,4.010053088867919e-09,5.672219425022418e-09,True,0.5763333333333334
