case_idx,row_idx,stress_true_MPa,P_below_tau_posterior,P_above_tau_posterior,feasible_alpha90,tau_MPa,is_primary_tau,alpha_safe,accept_rate,n_posterior,stress_post_mean,stress_post_p5,stress_post_p95
7,271,256.32,0.0,1.0,False,150.0,False,0.9,0.6051666666666666,1200,227.766890557412,192.57389798071478,267.7001724172618
7,271,256.32,0.011666666666666667,0.9883333333333333,False,180.0,False,0.9,0.6051666666666666,1200,227.766890557412,192.57389798071478,267.7001724172618
7,271,256.32,0.095,0.905,False,200.0,False,0.9,0.6051666666666666,1200,227.766890557412,192.57389798071478,267.7001724172618
8,52,163.9,0.0,1.0,False,110.0,False,0.9,0.6148333333333333,1200,175.56602442122477,149.47808675043026,202.7404828913936
8,52,163.9,0.0008333333333333334,0.9991666666666666,False,120.0,False,0.9,0.6148333333333333,1200,175.56602442122477,149.47808675043026,202.7404828913936
8,52,163.9,0.005,0.995,False,131.0,True,0.9,0.6148333333333333,1200,175.56602442122477,149.47808675043026,202.7404828913936
8,52,163.9,0.055,0.945,False,150.0,False,0.9,0.6148333333333333,1200,175.56602442122477,149.47808675043026,202.7404828913936
8,52,163.9,0.6083333333333333,0.39166666666666666,False,180.0,False,0.9,0.6148333333333333,1200,175.56602442122477,149.47808675043026,202.7404828913936
8,52,163.9,0.925,0.075,True,200.0,False,0.9,0.6148333333333333,1200,175.56602442122477,149.47808675043026,202.7404828913936
9,95,164.58,0.0025,0.9975,False,110.0,False,0.9,0.5911666666666666,1200,162.11248676198943,135.93168201527388,187.56928944391422
9,95,164.58,0.005833333333333334,0.9941666666666666,False,120.0,False,0.9,0.5911666666666666,1200,162.11248676198943,135.93168201527388,187.56928944391422
9,95,164.58,0.025833333333333333,0.9741666666666666,False,131.0,True,0.9,0.5911666666666666,1200,162.11248676198943,135.93168201527388,187.56928944391422
9,95,164.58,0.215,0.785,False,150.0,False,0.9,0.5911666666666666,1200,162.11248676198943,135.93168201527388,187.56928944391422
9,95,164.58,0.88,0.12,False,180.0,False,0.9,0.5911666666666666,1200,162.11248676198943,135.93168201527388,187.56928944391422
9,95,164.58,0.9883333333333333,0.011666666666666667,True,200.0,False,0.9,0.5911666666666666,1200,162.11248676198943,135.93168201527388,187.56928944391422
