case_idx,row_idx,category,param,prior_variant,true_value,post_mean,post_std,post_p5,post_p95,rel_bias,in_90ci_true,mean_accept_rate,kl_vs_canonical,mean_shift_over_canonical_std
1,176,low,E_intercept,diffuse,177381820506.77377,187004768280.368,20781824881.31355,156473199477.0652,224004883992.3993,0.05424990986168598,True,0.592,0.13696895492502814,-0.05106190076620153
1,176,low,alpha_base,diffuse,9.710397038094874e-06,9.376640010828793e-06,1.6650161691522985e-06,6.8993444933674595e-06,1.2216132481314018e-05,-0.03437109996189841,True,0.592,0.15543531641825137,-0.15403762878119542
1,176,low,alpha_slope,diffuse,5.247653609670971e-09,4.8914743882531225e-09,7.902873548468171e-10,3.673242556296118e-09,6.257728582192168e-09,-0.06787399624880748,True,0.592,0.1137723320071119,-0.07385685908564225
1,176,low,SS316_k_ref,diffuse,22.94621709035822,23.926474334085345,3.227282295509549,18.243336845589532,28.811093932306203,0.04271977554587934,True,0.592,0.12831203641810252,0.08993418791151717
1,176,low,E_intercept,tight,177381820506.77377,190926684409.50922,7133802967.574791,178862582327.46698,202744165813.0471,0.07635993285015472,False,0.4061666666666667,0.7822327022223223,0.23643940698640642
1,176,low,alpha_base,tight,9.710397038094874e-06,9.83109235877757e-06,4.880640781714528e-07,9.01793334760032e-06,1.0625969280862349e-05,0.012429493892906355,True,0.4061666666666667,1.2826815517238281,0.2720582678900511
1,176,low,alpha_slope,tight,5.247653609670971e-09,4.921443002621542e-09,2.5207939707387245e-10,4.490071931878474e-09,5.3289668496223435e-09,-0.06216313638694661,True,0.4061666666666667,1.0455369899968352,-0.018545346437984105
1,176,low,SS316_k_ref,tight,22.94621709035822,23.417236776063426,1.0962546349410895,21.665506115153242,25.155200085319642,0.020527117121328143,True,0.4061666666666667,0.7991014756192691,-0.14624980246004954
1,176,low,E_intercept,flat,177381820506.77377,189634311873.40997,26249011199.879757,150433713159.17917,239717357424.07587,0.0690741099151607,True,0.8101666666666667,0.29227113863675036,0.14170030956632762
1,176,low,alpha_base,flat,9.710397038094874e-06,9.282560634643312e-06,1.9526352527463857e-06,6.727300879676809e-06,1.2742912566641515e-05,-0.044059619990111265,True,0.8101666666666667,0.26267805867634764,-0.24224673658966106
1,176,low,alpha_slope,flat,5.247653609670971e-09,5.010719163615375e-09,9.372637082880169e-10,3.5359155780888733e-09,6.389747358112365e-09,-0.04515054987984472,True,0.8101666666666667,0.2187018959926148,0.1462270199864171
